Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,Annual,HALF1,HALF2
1952,,,2.3,,,1.1,,,1.1,,,-0.4,,,
1953,,,-0.7,,,0.7,,,2.3,,,1.1,,,
1954,,,0,,,0.4,,,-1.1,,,-1.8,,,
1955,,,0,,,0.4,,,0.7,,,0.4,,,
1956,,,-0.7,,,0.7,,,1.9,,,1.8,,,
1957,,,1.8,,,1.4,,,1.4,,,1.1,,,
1958,,,2.1,,,1.8,,,0.7,,,1,,,
1959,,,0.7,,,0.7,,,0.3,,,0,,,
1960,,,0,,,0.7,,,0.7,,,0.3,,,
1961,,,1.4,,,1,,,0,,,0.3,,,
1962,,,0.7,,,0,,,0.7,,,1.7,,,
1963,,,0.3,,,-0.7,,,0.7,,,1.6,,,
1964,,,1,,,0.3,,,1,,,1.3,,,
1965,,,0.3,,,1,,,1,,,1.6,,,
1966,,,1.9,,,1.9,,,2.5,,,0.9,,,
1967,,,0.6,,,1.5,,,1.8,,,2.1,,,
1968,,,2.1,,,2,,,2.3,,,1.7,,,
1969,,,2.3,,,2.8,,,2.8,,,3,,,
1970,,,2.7,,,2.7,,,2.9,,,2.3,,,
1971,,,1.3,,,2,,,2,,,0.7,,,
1972,,,0.2,,,0.7,,,2.2,,,1.5,,,
1973,,,2.2,,,3.6,,,4.7,,,4.4,,,
1974,,,4.5,,,5.6,,,5.6,,,5.3,,,
1975,,,4.5,,,5.6,,,4.3,,,2.3,,,
1976,,,2.4,,,3,,,2.7,,,1.8,,,
1977,,,3.6,,,5.5,,,3.6,,,1.8,,,
1978,,,2.5,,,,,,6.6,,5.2,,,,
1979,5.4,,6.4,,6,,6.6,,6.6,,6.9,,,,
1980,7.3,,7.2,,7.1,,5.4,,6,,4.9,,,,
1981,4.4,,2.7,,5.6,,5.3,,5.4,,2.2,,,,
1982,3.3,,2.7,,4.3,,4.3,,4.8,,1.5,,,,
1983,0.3,,-0.3,,1.9,,2.9,,3,,1.4,,,,
1984,0.5,,0.2,,1.9,,2.6,,2.8,,1.3,,,,2.2
1985,1.5,,1,,2.2,,2.1,,2.4,,1.8,,,1.6,1.9
1986,0.7,,-0.7,,-0.9,,1,,2,,1.6,,,-0.3,1.6
1987,0.4,,0.9,,2.1,,2.5,,3.3,,1.6,,,1.3,2.3
1988,0.6,,-0.1,,0.9,,2.3,,2.7,,3.7,,,0.6,2.9
1989,2.1,,1.8,,2.7,,4,,3.8,,1.3,,,2.4,2.7
1990,1.6,,2.7,,2.9,,2.3,,2.1,,2.9,,,2.5,2.4
1991,2.3,,0.6,,0.7,,1.3,,2.1,,1.4,,,1.1,1.5
1992,-0.2,,-0.7,,0.6,,2.4,,3,,1.5,,,0.2,2.1
1993,0.1,,-0.4,,0.6,,2.1,,1.7,,1,,,0.3,1.4
1994,-0.1,,0.9,,1.4,,2.4,,2.6,,2.4,,,0.9,2.3
1995,0.7,,0.8,,0.9,,1.9,,1.8,,0.8,,,0.9,1.5
1996,1.1,,1.2,,1.6,,1.8,,1.4,,2.2,,,1.4,1.8
1997,1.1,,0.8,,0.5,,1.2,,1.9,,0.5,,,0.8,1.1
1998,,,,,,,,,,,,,,0.2,0.6
1999,,,,,,,,,,,,,,0.9,1.5
2000,,,,,,,,,,,,,,2.1,1.2
2001,,,,,,,,,,,,,,2.1,-0.2
2002,,,,,,,,,,,,,,0.4,1.5
2003,,,,,,,,,,,,,,1.2,1.3
2004,,,,,,,,,,,,,,2.6,1.4
2005,,,,,,,,,,,,,,1.9,1.3
2006,,,,,,,,,,,,,,0.7,0.8
2007,,,,,,,,,,,,,,1,1.2
2008,,,,,,,,,,,,,,2,0.4
2009,,,,,,,,,,,,,,-0.9,1.1
2010,,,,,,,,,,,,,,1.1,1.3
2011,,,,,,,,,,,,,,2,1.1
2012,,,,,,,,,,,,,,1.4,0.8
2013,,,,,,,,,,,,,,0.8,0.5
2014,,,,,,,,,,,,,,0.9,-0.2
2015,,,,,,,,,,,,,,-0.7,0.7
2016,,,,,,,,,,,,,,-0.1,1.2
2017,,,,,,,,,,,,,,0.6,0.9
2018,,,,,,2.4,,1.5,,0.8,,-1.8,,1.1,0.5
2019,,-0.8,,0.2,,2.8,,1.9,,0.3,,-0.7,,0.3,0.9
2020,,0.2,,-0.9,,0.9,,0.6,,2,,0.3,,-0.2,1.1
2021,,0.9,,3.4,,5.8,,5.6,,4,,2.4,,2.7,4.5
2022,,2.5,,4.2,,5.9,,4.9,,2.6,,0.3,,3.8,3.1
2023,,1,,1.5,,2.7,,2.2,,1.6,,0.1,,1.4,1.6
2024,,1.4,,2.4,,3.4,,1.9,,0.2,,-0.3,,2,1.1
2025,,0.1,,2,,,,,,,,,,,
